1      35.00      35.00       0.00       0.00    1000.00       0.00
2      41.00      49.00      10.00     190.00     974.00      10.00
3      35.00      17.00       7.00      18.00     792.00      10.00
4      55.00      45.00      13.00     289.00     822.00      10.00
5      55.00      20.00      19.00     679.00     800.00      10.00
6      15.00      30.00      26.00      20.00     906.00      10.00
7      25.00      30.00       3.00     355.00     574.00      10.00
8      20.00      50.00       5.00      72.00     669.00      10.00
9      10.00      43.00       9.00     393.00     492.00      10.00
10      55.00      60.00      16.00     394.00     503.00      10.00
11      30.00      60.00      16.00     517.00     692.00      10.00
12      20.00      65.00      12.00     206.00     325.00      10.00
13      50.00      35.00      19.00      15.00     725.00      10.00
14      30.00      25.00      23.00     694.00     823.00      10.00
15      15.00      10.00      20.00      32.00     694.00      10.00
16      30.00       5.00       8.00     176.00     299.00      10.00
17      10.00      20.00      19.00     102.00     543.00      10.00
18       5.00      30.00       2.00     673.00     930.00      10.00
19      20.00      40.00      12.00     229.00     582.00      10.00
20      15.00      60.00      17.00      95.00     552.00      10.00
21      45.00      65.00       9.00     418.00     829.00      10.00
22      45.00      20.00      11.00      18.00     727.00      10.00
23      45.00      10.00      18.00     349.00     554.00      10.00
24      55.00       5.00      29.00     206.00     325.00      10.00
25      65.00      35.00       3.00     435.00     960.00      10.00
26      65.00      20.00       6.00     826.00     956.00      10.00
27      45.00      30.00      17.00     328.00     927.00      10.00
28      35.00      40.00      16.00      44.00     315.00      10.00
29      41.00      37.00      16.00       6.00     526.00      10.00
30      64.00      42.00       9.00      29.00     513.00      10.00
31      40.00      60.00      21.00     199.00     414.00      10.00
32      31.00      52.00      27.00      17.00     744.00      10.00
33      35.00      69.00      23.00     482.00     955.00      10.00
34      53.00      52.00      11.00      24.00     299.00      10.00
35      65.00      55.00      14.00     265.00     878.00      10.00
36      63.00      65.00       8.00     626.00     873.00      10.00
37       2.00      60.00       5.00      41.00     328.00      10.00
38      20.00      20.00       8.00     339.00     960.00      10.00
39       5.00       5.00      16.00     298.00     409.00      10.00
40      60.00      12.00      31.00      33.00     344.00      10.00
41      40.00      25.00       9.00     300.00     497.00      10.00
42      42.00       7.00       5.00     336.00     571.00      10.00
43      24.00      12.00       5.00      25.00     292.00      10.00
44      23.00       3.00       7.00     458.00     867.00      10.00
45      11.00      14.00      18.00     230.00     343.00      10.00
46       6.00      38.00      16.00      29.00     309.00      10.00
47       2.00      48.00       1.00     338.00     805.00      10.00
48       8.00      56.00      27.00      34.00     602.00      10.00
49      13.00      52.00      36.00     200.00     962.00      10.00
50       6.00      68.00      30.00     441.00     600.00      10.00
51      47.00      47.00      13.00     272.00     917.00      10.00
52      49.00      58.00      10.00     176.00     625.00      10.00
53      27.00      43.00       9.00      11.00     748.00      10.00
54      37.00      31.00      14.00     403.00     500.00      10.00
55      57.00      29.00      18.00     475.00     900.00      10.00
56      63.00      23.00       2.00     620.00     739.00      10.00
57      53.00      12.00       6.00     525.00     752.00      10.00
58      32.00      12.00       7.00     246.00     705.00      10.00
59      36.00      26.00      18.00     854.00     980.00      10.00
60      21.00      24.00      28.00      17.00     972.00      10.00
61      17.00      34.00       3.00     449.00     971.00      10.00
62      12.00      24.00      13.00     126.00     541.00      10.00
63      24.00      58.00      19.00     168.00     297.00      10.00
64      27.00      69.00      10.00      34.00     588.00      10.00
65      15.00      77.00       9.00     154.00     393.00      10.00
66      62.00      77.00      20.00      49.00     308.00      10.00
67      49.00      73.00      25.00     532.00     753.00      10.00
68      67.00       5.00      25.00     291.00     404.00      10.00
69      56.00      39.00      36.00     577.00     812.00      10.00
70      37.00      47.00       6.00     165.00     290.00      10.00
71      37.00      56.00       5.00     668.00     968.00      10.00
72      57.00      68.00      15.00      98.00     537.00      10.00
73      47.00      16.00      25.00      22.00     915.00      10.00
74      44.00      17.00       9.00     143.00     564.00      10.00
75      46.00      13.00       8.00     681.00     802.00      10.00
76      49.00      11.00      18.00      27.00     711.00      10.00
77      49.00      42.00      13.00     281.00     382.00      10.00
78      53.00      43.00      14.00     821.00     948.00      10.00
79      61.00      52.00       3.00     324.00     559.00      10.00
80      57.00      48.00      23.00     377.00     476.00      10.00
81      56.00      37.00       6.00     719.00     968.00      10.00
82      55.00      54.00      26.00     268.00     599.00      10.00
83      15.00      47.00      16.00      23.00     761.00      10.00
84      14.00      37.00      11.00      21.00     842.00      10.00
85      11.00      31.00       7.00     425.00     522.00      10.00
86      16.00      22.00      41.00     110.00     727.00      10.00
87       4.00      18.00      35.00     230.00     623.00      10.00
88      28.00      18.00      26.00     397.00     470.00      10.00
89      26.00      52.00       9.00     219.00     448.00      10.00
90      26.00      35.00      15.00     409.00     981.00      10.00
91      31.00      67.00       3.00     225.00     654.00      10.00
92      15.00      19.00       1.00     222.00     964.00      10.00
93      22.00      22.00       2.00      18.00     159.00      10.00
94      18.00      24.00      22.00     691.00     969.00      10.00
95      26.00      27.00      27.00     190.00     749.00      10.00
96      25.00      24.00      20.00      14.00     793.00      10.00
97      22.00      27.00      11.00     344.00     953.00      10.00
98      25.00      21.00      12.00     462.00     823.00      10.00
99      19.00      21.00      10.00      21.00     748.00      10.00
100      20.00      26.00       9.00     328.00     437.00      10.00
101      18.00      18.00      17.00     821.00     965.00      10.00
