1      35.00      35.00       0.00       0.00    1000.00       0.00
2      41.00      49.00      10.00     636.00     919.00      10.00
3      35.00      17.00       7.00      74.00     351.00      10.00
4      55.00      45.00      13.00     498.00     613.00      10.00
5      55.00      20.00      19.00     470.00     965.00      10.00
6      15.00      30.00      26.00      20.00     370.00      10.00
7      25.00      30.00       3.00     266.00     663.00      10.00
8      20.00      50.00       5.00     292.00     449.00      10.00
9      10.00      43.00       9.00     288.00     597.00      10.00
10      55.00      60.00      16.00     254.00     643.00      10.00
11      30.00      60.00      16.00     496.00     713.00      10.00
12      20.00      65.00      12.00      33.00     510.00      10.00
13      50.00      35.00      19.00     170.00     403.00      10.00
14      30.00      25.00      23.00     426.00     978.00      10.00
15      15.00      10.00      20.00      32.00     454.00      10.00
16      30.00       5.00       8.00      30.00     529.00      10.00
17      10.00      20.00      19.00     222.00     423.00      10.00
18       5.00      30.00       2.00     409.00     959.00      10.00
19      20.00      40.00      12.00     349.00     462.00      10.00
20      15.00      60.00      17.00     215.00     432.00      10.00
21      45.00      65.00       9.00     538.00     709.00      10.00
22      45.00      20.00      11.00     156.00     389.00      10.00
23      45.00      10.00      18.00     280.00     623.00      10.00
24      55.00       5.00      29.00      36.00     513.00      10.00
25      65.00      35.00       3.00     633.00     918.00      10.00
26      65.00      20.00       6.00     400.00     956.00      10.00
27      45.00      30.00      17.00     548.00     707.00      10.00
28      35.00      40.00      16.00       5.00     612.00      10.00
29      41.00      37.00      16.00      44.00     325.00      10.00
30      64.00      42.00       9.00     129.00     374.00      10.00
31      40.00      60.00      21.00     115.00     498.00      10.00
32      31.00      52.00      27.00      91.00     336.00      10.00
33      35.00      69.00      23.00     602.00     835.00      10.00
34      53.00      52.00      11.00      24.00     646.00      10.00
35      65.00      55.00      14.00     487.00     656.00      10.00
36      63.00      65.00       8.00     439.00     948.00      10.00
37       2.00      60.00       5.00      41.00     710.00      10.00
38      20.00      20.00       8.00     563.00     736.00      10.00
39       5.00       5.00      16.00     147.00     560.00      10.00
40      60.00      12.00      31.00      33.00     797.00      10.00
41      40.00      25.00       9.00     243.00     554.00      10.00
42      42.00       7.00       5.00     225.00     682.00      10.00
43      24.00      12.00       5.00      25.00     616.00      10.00
44      23.00       3.00       7.00     578.00     747.00      10.00
45      11.00      14.00      18.00      72.00     501.00      10.00
46       6.00      38.00      16.00      29.00     669.00      10.00
47       2.00      48.00       1.00     458.00     685.00      10.00
48       8.00      56.00      27.00      34.00     362.00      10.00
49      13.00      52.00      36.00     694.00     962.00      10.00
50       6.00      68.00      30.00     444.00     597.00      10.00
51      47.00      47.00      13.00     499.00     690.00      10.00
52      49.00      58.00      10.00     296.00     505.00      10.00
53      27.00      43.00       9.00     111.00     362.00      10.00
54      37.00      31.00      14.00     301.00     602.00      10.00
55      57.00      29.00      18.00     595.00     780.00      10.00
56      63.00      23.00       2.00     442.00     917.00      10.00
57      53.00      12.00       6.00     426.00     851.00      10.00
58      32.00      12.00       7.00     366.00     585.00      10.00
59      36.00      26.00      18.00     458.00     980.00      10.00
60      21.00      24.00      28.00      17.00     441.00      10.00
61      17.00      34.00       3.00     651.00     932.00      10.00
62      12.00      24.00      13.00     246.00     421.00      10.00
63      24.00      58.00      19.00      25.00     583.00      10.00
64      27.00      69.00      10.00      34.00     348.00      10.00
65      15.00      77.00       9.00      46.00     523.00      10.00
66      62.00      77.00      20.00      49.00     608.00      10.00
67      49.00      73.00      25.00     440.00     845.00      10.00
68      67.00       5.00      25.00     132.00     563.00      10.00
69      56.00      39.00      36.00     464.00     925.00      10.00
70      37.00      47.00       6.00      12.00     535.00      10.00
71      37.00      56.00       5.00     249.00     968.00      10.00
72      57.00      68.00      15.00     218.00     417.00      10.00
73      47.00      16.00      25.00      22.00     377.00      10.00
74      44.00      17.00       9.00     263.00     444.00      10.00
75      46.00      13.00       8.00     479.00     965.00      10.00
76      49.00      11.00      18.00     182.00     399.00      10.00
77      49.00      42.00      13.00     166.00     497.00      10.00
78      53.00      43.00      14.00     430.00     970.00      10.00
79      61.00      52.00       3.00     212.00     671.00      10.00
80      57.00      48.00      23.00     273.00     580.00      10.00
81      56.00      37.00       6.00     452.00     968.00      10.00
82      55.00      54.00      26.00     388.00     479.00      10.00
83      15.00      47.00      16.00      99.00     352.00      10.00
84      14.00      37.00      11.00      21.00     328.00      10.00
85      11.00      31.00       7.00     323.00     624.00      10.00
86      16.00      22.00      41.00     333.00     504.00      10.00
87       4.00      18.00      35.00     350.00     503.00      10.00
88      28.00      18.00      26.00     380.00     487.00      10.00
89      26.00      52.00       9.00     114.00     553.00      10.00
90      26.00      35.00      15.00     649.00     981.00      10.00
91      31.00      67.00       3.00     345.00     534.00      10.00
92      15.00      19.00       1.00     675.00     930.00      10.00
93      22.00      22.00       2.00      18.00     673.00      10.00
94      18.00      24.00      22.00     339.00     969.00      10.00
95      26.00      27.00      27.00     403.00     536.00      10.00
96      25.00      24.00      20.00      22.00     301.00      10.00
97      22.00      27.00      11.00     565.00     732.00      10.00
98      25.00      21.00      12.00     582.00     703.00      10.00
99      19.00      21.00      10.00     122.00     367.00      10.00
100      20.00      26.00       9.00     185.00     580.00      10.00
101      18.00      18.00      17.00     297.00     965.00      10.00
